Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RER1	1735,66860060714	0,045129582834236	0,093784173671132	0,481206807797759	0,630369522877433	0,901721612841649
PEX10	167,620752685696	-0,315362564322257	0,182735591904854	-1,72578620855897	0,084385881870499	0,468430451895063
PLCH2	1254,54854340752	0,165073329233697	0,14433893291087	1,14365075246629	0,252768504761259	0,693719740565237
PANK4	312,806397044036	0,277979928017332	0,15602817829683	1,78160080475014	0,07481435311741	0,445634977583964
HES5	1,91636514751047	-0,424753378284433	1,54079768030309	-0,275671091483523	0,782800701209495	NA
LOC115110	6,47190513966602	-0,500735961940203	0,955522317174392	-0,524044235220949	0,60024777324177	NA
LOC100133445	4,96957495512382	-0,401698476241322	0,969866419487768	-0,414179177843355	0,678742889838083	NA
TNFRSF14	93,1233691369555	-0,30854072769744	0,255493379103396	-1,20762709695337	0,227190731539083	0,677387392000435
FAM213B	419,202882512483	0,061044067322204	0,141833323055609	0,430392985280828	0,666909797167672	0,912622988537554
MMEL1	1,98550220900893	1,19104529298748	1,59762592836087	0,745509491204533	0,455963775586523	NA
TTC34	0	NA	NA	NA	NA	NA
ACTRT2	0	NA	NA	NA	NA	NA
FLJ42875	1,64692518894649	0,307121469087372	1,71155989112395	0,17943951051908	0,857592609906711	NA
PRDM16	31,9888790179975	-0,243993306577255	0,381858746642568	-0,638962204539054	0,522847519661507	0,863129998284335
MIR4251	0	NA	NA	NA	NA	NA
ARHGEF16	275,564885985735	0,219874918863983	0,187696784571691	1,17143679027704	0,241423251437686	0,687786112704229
MEGF6	68,6040831858475	-0,288991999873988	0,277452910511596	-1,0415893613843	0,297602103128636	0,735603992905059
MIR551A	0	NA	NA	NA	NA	NA
TPRG1L	867,246388626292	0,089849527032351	0,11151437476376	0,805721479609195	0,420403461523331	0,811810812917289
WRAP73	148,065842047863	0,07770968494352	0,207297556485894	0,37487024092736	0,707756972146498	0,922882988529676
TP73	10,9669621499683	-0,939407359299835	0,676768310073043	-1,38807823197047	0,165113224275321	NA
TP73-AS1	209,78847628033	0,061534793628874	0,176851060150192	0,347946987575959	0,727879996441831	0,92994947073531
CCDC27	0	NA	NA	NA	NA	NA
SMIM1	7,32428499218529	0,790477820179049	0,799004364813035	0,989328538103817	0,322502425722256	NA
LRRC47	601,815529087376	0,180532187386096	0,120103089245587	1,50314357873796	0,132802023196508	0,555379824865567
CEP104	653,730928322863	0,057406592590371	0,118697565249943	0,483637490537311	0,628643163000894	0,901038471801525
DFFB	98,6299976142077	0,346908449710519	0,227076067329449	1,52771911981025	0,126582290887721	0,545962172338545
C1orf174	214,143389899061	0,100711551004323	0,163780122192884	0,614919256719782	0,538608044916568	0,869561498458159
LOC100133612	2,90997249162077	-1,9725275625303	1,32791674452694	-1,48543014512028	0,137429915162816	NA
LOC728716	0	NA	NA	NA	NA	NA
LOC284661	0	NA	NA	NA	NA	NA
AJAP1	17,6177161345751	-0,906322192056029	0,535434302961782	-1,69268608126648	0,090515236021714	NA
MIR4417	0	NA	NA	NA	NA	NA
MIR4689	0	NA	NA	NA	NA	NA
NPHP4	132,146994878323	0,365363332320774	0,202211142929903	1,80684074590008	0,070787113583092	0,436232509285022
KCNAB2	40,4815648417434	0,018035587766988	0,333544145342487	0,054072565862214	0,95687734953094	0,991785757345154
CHD5	3,21940750048103	-0,053421056359246	1,24102425331339	-0,04304594065476	0,965664912424264	NA
RPL22	5136,9993713866	0,256778883686883	0,094211977407932	2,72554393561922	0,006419563198001	0,117876076024005
RNF207	304,107370402926	0,402068716790529	0,170496051074263	2,35822891062385	0,018362365967556	0,222555493726969
ICMT	1570,4994264427	0,01151175124635	0,096176704430707	0,119693758634075	0,904725744702754	0,980648882476669
HES3	0	NA	NA	NA	NA	NA
GPR153	933,332808252984	0,251495190840593	0,118721000801702	2,11837155298802	0,03414361310286	0,313380505689204
ACOT7	829,619432946045	0,222182943726236	0,144243455736814	1,54033292249757	0,12347922267674	0,539432314406695
HES2	5313,94835943172	0,049849470774817	0,087258282018951	0,571286411116719	0,567805511566693	0,880060842072257
ESPN	609,884717514129	-0,389386966785481	0,151883542385756	-2,56372060243703	0,010355686882396	0,157667896073311
MIR4252	0	NA	NA	NA	NA	NA
TNFRSF25	238,626571253383	0,070736375236484	0,190645206190559	0,371036737035912	0,710610169394423	0,923907272295527
PLEKHG5	1261,51854061196	0,103208737141322	0,13977656095345	0,738383720684716	0,46028130427936	0,830382842828081
NOL9	328,530982682519	-0,061537690419978	0,148253306717325	-0,415084774718121	0,678079844721102	0,915685370284665
TAS1R1	0,301072700201803	1,62164284006641	3,8100207526004	0,425625723681325	0,67038059302727	NA
ZBTB48	180,908226802638	0,109380462396839	0,188514104732474	0,580224289063482	0,5617633760883	0,878665963318247
KLHL21	619,572846298521	0,087493429602808	0,133789736025848	0,653962196217389	0,513136161467044	0,857690361191247
PHF13	238,859909779455	-0,018615315521857	0,165405217283351	-0,112543702233816	0,910392320451867	0,981392072046869
THAP3	106,462008957772	0,32403263838316	0,231213138164189	1,40144561401636	0,16108086013742	0,601643993121982
DNAJC11	1182,64991234569	0,23977331596482	0,110231917291242	2,17517141910285	0,029617273099255	0,291015729766
CAMTA1	265,081887334454	0,03817280240102	0,159257854025812	0,239691804429522	0,810569188884712	0,954325348114373
VAMP3	1829,34186628342	-0,033841653438563	0,097298907675833	-0,347811237011133	0,727981950043876	0,92994947073531
PER3	138,58775296387	-0,501938465505283	0,195648047831529	-2,56551737197755	0,010302206240506	0,157467813623897
UTS2	0	NA	NA	NA	NA	NA
TNFRSF9	8,0994805819418	-0,338297943675589	0,73400522181887	-0,460893102146174	0,644875300870136	NA
PARK7	2116,15520364136	0,106075789321303	0,093111605415437	1,13923273954974	0,254606093588948	0,694955438946358
ERRFI1	2327,30842932216	0,385849370223104	0,10265632779417	3,75865159522115	0,000170831522096	0,007960490094053
SLC45A1	3,70691655267712	0,114176672233015	1,14069004732426	0,100094388042432	0,920269390651911	NA
RERE	1243,99065719624	0,013006366198462	0,11025410129071	0,11796718712683	0,906093657180238	0,980804351612283
ENO1	33946,397401268	0,239749207398962	0,091488067612322	2,62055165942396	0,008778762845692	0,144187370530972
ENO1-AS1	0,752504808996715	-1,53659601779786	2,7261537587953	-0,563649798856866	0,572992488551094	NA
CA6	0,606462741463835	2,62416951640963	2,68878630224797	0,975968047075994	0,329080298973535	NA
SLC2A7	0	NA	NA	NA	NA	NA
SLC2A5	16,9097040480637	-0,656981228445553	0,517024837358518	-1,27069568224628	0,203836932250646	NA
GPR157	82,5642258003996	0,301241719314376	0,30668679977042	0,982245468471029	0,325978932388688	0,757497700461965
MIR34A	2,98736160069064	0,046242615763772	1,22546077820359	0,037734880288506	0,969899065343309	NA
H6PD	494,710136960552	-0,110126112101084	0,121883491510353	-0,903535915622579	0,366241535553063	0,785860366828319
SPSB1	800,525214736501	-0,10251313959518	0,10660619982737	-0,961605795546431	0,33624765916569	0,765442059158382
SLC25A33	23,1200679735055	0,370568446518865	0,444339407556014	0,833976100740401	0,404294451464441	0,806045988586427
TMEM201	76,9741580538401	0,128153573594882	0,260530758563155	0,491894217410863	0,622794126393567	0,899357886902647
PIK3CD	402,798505240923	0,296993704573026	0,131813866862321	2,25312944413682	0,02425098844877	0,258299272637899
C1orf200	0	NA	NA	NA	NA	NA
CLSTN1	9636,69321958052	-0,005616260681304	0,087646128362261	-0,064078822262299	0,948907464570727	0,989987575595803
CTNNBIP1	435,743947148566	-0,151290913421544	0,131311288898721	-1,1521546600478	0,249257525233116	0,691950313637377
LZIC	410,688397536257	-0,053558360766232	0,14553379137712	-0,368013230875342	0,712863368655005	0,924190658783209
NMNAT1	503,031726945838	0,203513912237447	0,12327525484436	1,65089021713556	0,098760993771346	0,497933502202907
RBP7	12,264528344735	0,670208720042343	0,642044476868087	1,04386649864452	0,29654715988853	NA
UBE4B	1161,46385048305	-0,127743130222339	0,100624402979852	-1,26950447843071	0,204261194281253	0,649263499355221
KIF1B	1631,23256895311	0,02376893527157	0,095066078572804	0,250025409992766	0,802567698228467	0,953839032326017
PGD	3596,93039442844	0,215691567191646	0,107725899606941	2,002225722678	0,045260460389505	0,358838193037358
APITD1-CORT	0	NA	NA	NA	NA	NA
APITD1	0,903218100605409	3,20454812722631	2,48931246595882	1,2873225724164	0,197981879115153	NA
CORT	0,197520630102991	-1,11628725485927	4,0804728567969	-0,273568111842688	0,784416542477185	NA
DFFA	1026,28077689019	0,057984621748246	0,114136414710186	0,508029114945306	0,61143292513107	0,896573040582063
PEX14	471,158177129079	0,043058181623401	0,157108190926235	0,27406707040257	0,784033079281324	0,949025715347788
CASZ1	357,972123189765	-0,15007666299694	0,158447412707559	-0,947170171051836	0,343552072535462	0,768991556828831
C1orf127	1,2083217482029	3,57543176980422	2,16048294690725	1,65492246764663	0,097940226113059	NA
TARDBP	2658,89591847327	-0,033021208739222	0,105021304320804	-0,31442390620434	0,753199101634877	0,939521168920148
MASP2	0,561169265025939	-0,18326917028192	2,82494168292308	-0,064875381814	0,94827322175833	NA
SRM	445,863805320296	0,394352051621936	0,134329109296053	2,93571552501557	0,003327793474889	0,077682192273403
EXOSC10	1285,59689234634	0,098947442342792	0,106604555334986	0,928172741135379	0,353317971830587	0,775450230865488
MTOR	1713,96533334331	0,168092268872296	0,09796800115818	1,71578747024646	0,086200948285735	0,470522785992033
MTOR-AS1	0	NA	NA	NA	NA	NA
ANGPTL7	0	NA	NA	NA	NA	NA
UBIAD1	222,997992826093	0,125791088217295	0,162082393732054	0,776093475181803	0,437693795945304	0,81852088227618
PTCHD2	12,5962663074537	0,370262491157598	0,688218874337449	0,538001070537409	0,590576309514757	NA
FBXO2	933,595388856334	0,100236313845322	0,14856297814128	0,674705872885769	0,499862652556839	0,850056725429118
FBXO44	504,647276369324	0,053363150453314	0,129752484773687	0,411268813436516	0,680875434844834	0,915685370284665
FBXO6	125,500871725587	0,230101674293756	0,212337221767513	1,08366150964192	0,278514907540947	0,721167549993465
MAD2L2	117,344371388738	0,07553208666384	0,222122138143202	0,340047540039186	0,733820727034437	0,931722838680735
DRAXIN	0,275019074099692	-0,251343872173255	3,97038639682257	-0,063304637647963	0,949523922863822	NA
AGTRAP	768,209832309739	-0,026890132634169	0,146794084945987	-0,183182671454803	0,854654690484409	0,967699275090852
MTHFR	303,567190775719	0,006721477554739	0,140321767990645	0,047900462280289	0,961795570968917	0,99272643706447
CLCN6	256,096700788196	0,197804082664028	0,151541006450738	1,30528420852431	0,19179608921836	0,636077329697066
NPPA-AS1	6,52142008103176	0,55462195857673	0,847555696153034	0,65437818552114	0,512868185079161	NA
NPPA	0,675163464804906	1,45442655234279	2,82748817608328	0,514388199620168	0,606980607818328	NA
NPPB	0	NA	NA	NA	NA	NA
KIAA2013	602,88522345039	0,00901629989464	0,136840216939308	0,065889254608818	0,947465995572915	0,989618498687213
PLOD1	2944,12085647367	0,11085037842559	0,104402921910542	1,06175551792097	0,288346688331527	0,727267186012796
MFN2	3413,92121702265	0,089453377818375	0,095193842063375	0,939697105184824	0,347372950445845	0,770951116071582
MIIP	148,031449742343	0,119458127569936	0,194708721086943	0,613522223879196	0,539531092609414	0,869947071166107
TNFRSF8	0	NA	NA	NA	NA	NA
TNFRSF1B	0,455783194530664	2,16899483894716	3,55170208207153	0,610691659611861	0,541403728609634	NA
MIR4632	0	NA	NA	NA	NA	NA
VPS13D	2130,74610264357	0,000861042259362	0,087192128467392	0,009875229272374	0,992120835092288	0,998902257259084
SNORA59B	0	NA	NA	NA	NA	NA
SNORA59A	0	NA	NA	NA	NA	NA
DHRS3	2436,95974353321	-0,064318985668462	0,100299694626904	-0,641268010911867	0,521348569017462	0,862533755080965
AADACL4	0	NA	NA	NA	NA	NA
AADACL3	0	NA	NA	NA	NA	NA
C1orf158	0	NA	NA	NA	NA	NA
PRAMEF12	0	NA	NA	NA	NA	NA
PRAMEF1	0	NA	NA	NA	NA	NA
PRAMEF11	0	NA	NA	NA	NA	NA
LOC649330	0	NA	NA	NA	NA	NA
HNRNPCL1	0	NA	NA	NA	NA	NA
PRAMEF2	0	NA	NA	NA	NA	NA
PRAMEF4	0	NA	NA	NA	NA	NA
PRAMEF10	0	NA	NA	NA	NA	NA
PRAMEF8	0	NA	NA	NA	NA	NA
PRAMEF7	0	NA	NA	NA	NA	NA
PRAMEF6	0	NA	NA	NA	NA	NA
PRAMEF22	0	NA	NA	NA	NA	NA
PRAMEF5	0	NA	NA	NA	NA	NA
LOC440563	0	NA	NA	NA	NA	NA
PRAMEF3	0	NA	NA	NA	NA	NA
PRAMEF9	0	NA	NA	NA	NA	NA
PRAMEF15	0	NA	NA	NA	NA	NA
PRAMEF14	0	NA	NA	NA	NA	NA
PRAMEF13	0	NA	NA	NA	NA	NA
PRAMEF19	0	NA	NA	NA	NA	NA
PRAMEF18	0	NA	NA	NA	NA	NA
PRAMEF16	0	NA	NA	NA	NA	NA
PRAMEF20	0	NA	NA	NA	NA	NA
PRAMEF21	0	NA	NA	NA	NA	NA
PRAMEF17	0	NA	NA	NA	NA	NA
LRRC38	0	NA	NA	NA	NA	NA
PDPN	1393,94154914654	0,312072013670965	0,095930819924967	3,25309440610488	0,001141555639878	0,036008762773781
PRDM2	1136,72510772398	0,000282514122194	0,10711604585531	0,002637458467947	0,997895615048416	0,99971501534806
KAZN	194,055128637684	0,069801834380489	0,183331278557114	0,380741545740886	0,703395037593582	0,920157991543624
TMEM51-AS1	62,2618383161963	0,178513941015164	0,287865821445912	0,620128989674813	0,53517286766979	0,868217937237736
TMEM51	318,880355549153	0,382982373620433	0,146614991406283	2,61216380362603	0,008997113460054	0,145925673004952
FHAD1	1,43833373952924	0,859102898365058	1,83413916580738	0,468395699945093	0,639501642526431	NA
EFHD2	1468,20160576902	0,427439563021764	0,132353757735538	3,2295234403231	0,001239967162356	0,038240321539776
CTRC	0,227891597265332	1,02763970627128	4,05589016445771	0,253369707906939	0,799982533680913	NA
CELA2A	0	NA	NA	NA	NA	NA
CELA2B	0	NA	NA	NA	NA	NA
CASP9	110,681025786094	-0,029471922528308	0,219761879277462	-0,134108438757469	0,893316826762292	0,977097397565005
DNAJC16	576,241603975354	-0,181681980287106	0,136476090401579	-1,33123670052761	0,183111138938368	0,624517114283284
AGMAT	17,6833682490785	-0,551794730053498	0,541756491729099	-1,01852905960086	0,308426598027501	NA
DDI2	102,44809315323	0,008812114981021	0,24189042159571	0,036430193981592	0,970939338836999	0,993789446168669
RSC1A1	116,885694503814	0,016376657057931	0,214991572359412	0,076173483817093	0,939281078231291	0,986710368592562
PLEKHM2	1191,59833047773	0,063577325220011	0,123907702329456	0,513102285207147	0,607879773092049	0,895771255933389
SLC25A34	12,7275835385552	0,373552832760258	0,636415952017441	0,586963339897584	0,557228328311648	NA
TMEM82	0	NA	NA	NA	NA	NA
FBLIM1	3188,15398687976	0,159817799427293	0,091356553949517	1,74938515648923	0,080224464917995	0,456623278258001
UQCRHL	93,966666214648	0,090347075632575	0,231212898173504	0,390752749289867	0,695980004174024	0,917580753547191
FLJ37453	17,5869228678337	0,292580814124645	0,513726709486968	0,569526187215047	0,568999104350861	NA
SPEN	2777,86540529109	0,099398756984104	0,09004634564239	1,10386219757164	0,269652919276046	0,712975469714486
ZBTB17	291,089846848467	0,354168534700524	0,192336988437437	1,84139586242783	0,065563568708171	0,423392662597333
C1orf64	0	NA	NA	NA	NA	NA
HSPB7	2,34812825965097	-0,538603936046703	1,35239637797775	-0,398258931195957	0,690439330078241	NA
CLCNKA	0,232495331990102	1,5381589624466	4,04468362474702	0,380291539500276	0,703729015108874	NA
CLCNKB	0,617866231752394	-2,78892351495229	2,89625047611736	-0,962942790324906	0,335576234107525	NA
FAM131C	24,1971570701148	-0,230902830546445	0,448188454274427	-0,515191385106638	0,606419288442125	0,89533807307967
EPHA2	2653,90085192181	0,492331334230688	0,118224273980761	4,1643845011965	3,12193615052126E-05	0,001864371772996
ARHGEF19	88,2232134375345	-0,165044211154866	0,289932897615502	-0,569249686780082	0,569186705793755	0,880660904876717
RSG1	22,110929464808	-0,650181018594132	0,473519372755059	-1,37308219262754	0,169726796290653	0,608499138306668
FBXO42	278,233102289286	0,017937656108572	0,155555054887686	0,11531387470194	0,908196341303194	0,980981821354677
SZRD1	2238,48950104137	0,115577530786851	0,100110590512364	1,15449854201566	0,248295835964369	0,691329035923992
SPATA21	0	NA	NA	NA	NA	NA
NECAP2	1074,56485218374	0,321991693105561	0,105415491221244	3,05450071308564	0,002254354786064	0,059898644877236
CROCCP3	24,3759848311204	-0,246140057881102	0,424928109681405	-0,579251059821973	0,562419782674371	0,878665963318247
MIR3675	0	NA	NA	NA	NA	NA
NBPF1	399,191957270311	-0,016871747893546	0,135023694290879	-0,124953979241596	0,900559983945671	0,979810887214082
CROCCP2	80,9116077874044	-0,038273821230911	0,273577339852774	-0,139901284410135	0,888737986458267	0,975752878172746
MST1P2	17,8043429859507	0,208501535425367	0,4942081240187	0,42189014160657	0,673105206102618	NA
ESPNP	0,154996887993401	1,20481513387174	4,05160293208241	0,297367524426314	0,766185934623883	NA
MST1L	8,18212183984354	0,214916167552652	0,769525278056389	0,279284090700012	0,780026814519642	NA
CROCC	98,6292701414862	0,050349015910949	0,23348686020091	0,215639611872053	0,829268676329857	0,958877995013756
MFAP2	1067,42637489861	0,176503323639694	0,116985911115567	1,50875709695787	0,131360868364762	0,553425137884693
ATP13A2	965,114573128952	0,302323962152914	0,139341705612916	2,16965883131038	0,030032700995527	0,293456940148506
SDHB	1172,60948478368	0,236934957086645	0,100761007068103	2,35145483338117	0,018700159768512	0,224553737430695
PADI2	57,9313239279424	0,483644833654014	0,284150887149563	1,70207046863608	0,088742159055989	0,474797918133651
PADI1	410,181645499967	0,243056832165961	0,138882340679378	1,7500917033583	0,080102491157537	0,456424662445584
PADI3	433,508901776085	-0,639386202191274	0,145371458092204	-4,3982925574409	1,09105842022088E-05	0,000721623692772
PADI4	0,784743521231041	0,516273060813407	2,3469256423158	0,219978448189769	0,825887939455188	NA
PADI6	0,197520630102991	-1,11628725485927	4,0804728567969	-0,273568111842688	0,784416542477185	NA
RCC2	3517,08072948276	0,063465380931366	0,094212801571078	0,673638612513667	0,500541098468907	0,85062254363372
ARHGEF10L	208,56439423127	0,029035192612065	0,187982391984241	0,154456980281958	0,877249428865136	0,973691882427387
ACTL8	0	NA	NA	NA	NA	NA
IGSF21	0	NA	NA	NA	NA	NA
KLHDC7A	11,671203297099	-0,281171049333185	0,665482217523625	-0,422507231492181	0,672654823493565	NA
PAX7	0,197520630102991	-1,11628725485927	4,0804728567969	-0,273568111842688	0,784416542477185	NA
TAS1R2	0	NA	NA	NA	NA	NA
ALDH4A1	634,598513852091	-0,04853894054078	0,146887359978587	-0,330450084662531	0,741059902804954	0,934619673886373
MIR4695	0	NA	NA	NA	NA	NA
IFFO2	907,160238481773	-0,140389847464477	0,106218675217713	-1,32170587871411	0,186266110332918	0,627991799490675
UBR4	4197,12551306595	0,148110506447606	0,081599666011808	1,81508716501578	0,069510515308797	0,434290685286351
EMC1	1306,81449624368	0,112990521352315	0,096762482735197	1,16771002725848	0,242923750730274	0,688570070631285
MRTO4	719,528308631782	0,156237779215403	0,13232324269658	1,1807281625773	0,237710729958058	0,684851850103988
AKR7L	1,98815449041144	-1,19102242116776	1,68931215339953	-0,705033950517064	0,480789108393662	NA
AKR7A3	2,35882027821536	-1,07385445428558	1,42014678603565	-0,756157366861529	0,449554850453959	NA
LOC100506730	63,1081756571075	0,104774543235487	0,294304033396731	0,356007840008933	0,721834693862388	0,928191742855137
AKR7A2	459,225201673557	-0,171996302476006	0,125856880785667	-1,36660229780296	0,171749996605186	0,612248176829035
PQLC2	159,654788586525	0,107666904388553	0,191652117770937	0,561783014144602	0,574263866379754	0,883516018534735
CAPZB	3636,39788574577	0,121781185218295	0,095942591368257	1,2693130702595	0,204329426543057	0,649263499355221
MINOS1	339,906365361716	0,026302870451371	0,136842365653647	0,192212918314673	0,847575427223898	0,964367593744105
C1orf151-NBL1	0	NA	NA	NA	NA	NA
NBL1	2,13991285087881	1,30038540177348	1,62964052238769	0,797958435562342	0,42489461075833	NA
HTR6	0	NA	NA	NA	NA	NA
TMCO4	147,340228072863	0,056939693509037	0,190500244030244	0,298895646033909	0,765019669301391	0,943819096321342
RNF186	0	NA	NA	NA	NA	NA
OTUD3	165,807492078886	0,201503075484815	0,195277746334262	1,03187935782451	0,302128637123034	0,737783082637425
